"feature","method.x","group1.x","group2.x","p_values.x","logFC","logCPM","Comparison","method.y","group1.y","group2.y","p_values.y","p_adjust","adj_method","pathway_name","pathway_description","pathway_class","pathway_map","pathway_class2","pathway_class3"
"ko04970","edgeR","Control","AMF",4.4169703652314e-17,-3.47307492144745,-0.806698115389608,"Control vs AMF","edgeR","Control","AMF",4.4169703652314e-17,1.67213878112332e-15,"BH","Salivary secretion","Saliva has manifold functions in maintaining the integrity of the oral tissues, in protecting teeth from caries, in the tasting and ingestion of food, in speech and in the tolerance of tenures, for example. Salivary secretion occurs in response to stimulation by neurotransmitters released from autonomic nerve endings. There are two secretory pathways: protein exocytosis and fluid secretion. Sympathetic stimulation leads to the activation of adenylate cyclase and accumulation of intracellular cAMP. The elevation of cAMP causes the secretion of proteins such as amylase and mucin. In contrast, parasympathetic stimulation activates phospholipase C and causes the elevation of intracellular Ca2+, which leads to fluid secretion; that is, water and ion transport. Ca2+ also induces amylase secretion, but the amount is smaller than that induced by cAMP.","Organismal Systems; Digestive system","Salivary secretion","Organismal Systems"," Digestive system"
"ko04971","edgeR","Control","AMF",5.65713107277712e-07,1.56941815968192,1.74593879722725,"Control vs AMF","edgeR","Control","AMF",5.65713107277712e-07,8.8184690252114e-06,"BH","Gastric acid secretion","Gastric acid is a key factor in normal upper gastrointestinal functions, including protein digestion and calcium and iron absorption, as well as providing some protection against bacterial infections. The principal stimulants of acid secretion at the level of the parietal cell are histamine (paracrine), gastrin (hormonal), and acetycholine (ACh; neurocrine). Stimulation of acid secretion typically involves an initial elevation of intracellular calcium and cAMP, followed by activation of protein kinase cascades, which trigger the translocation of the proton pump, H+,K+-ATPase, from cytoplasmic tubulovesicles to the apical plasma membrane and thereby H+ secretion into the stomach lumen.","Organismal Systems; Digestive system","Gastric acid secretion","Organismal Systems"," Digestive system"
"ko04972","edgeR","Control","AMF",3.74937811085024e-08,-1.6944952506712,2.36894639036703,"Control vs AMF","edgeR","Control","AMF",3.74937811085024e-08,7.64296307211779e-07,"BH","Pancreatic secretion","The pancreas performs both exocrine and endocrine functions. The exocrine pancreas consists of two parts, the acinar and duct cells. The primary functions of pancreatic acinar cells are to synthesize and secrete digestive enzymes. Stimulation of the cell by secretagogues such as acetylcholine (ACh) and cholecystokinin (CCK) causes the generation of an intracellular Ca2+ signal. This signal, in turn, triggers the fusion of the zymogen granules with the apical plasma membrane, leading to the polarised secretion of the enzymes. The major task of pancreatic duct cells is the secretion of fluid and bicarbonate ions (HCO3-), which neutralize the acidity of gastric contents that enter the duodenum. An increase in intracellular cAMP by secretin is one of the major signals of pancreatic HCO3- secretion. Activation of the CFTR Cl- channel and the CFTR-dependent Cl-/HCO3- exchange activities is responsible for cAMP-induced HCO3- secretion.","Organismal Systems; Digestive system","Pancreatic secretion","Organismal Systems"," Digestive system"
"ko04976","edgeR","Control","AMF",0.000874829463464448,-0.997329725524179,5.64397186065718,"Control vs AMF","edgeR","Control","AMF",0.000874829463464448,0.0062656704815697,"BH","Bile secretion","Bile is a vital secretion, essential for digestion and absorption of fats and fat-soluble vitamins in the small intestine. Moreover, bile is an important route of elimination for excess cholesterol and many waste product, bilirubin, drugs and toxic compounds. Bile secretion depends on the function of membrane transport systems in hepatocytes and cholangiocytes and on the structural and functional integrity of the biliary tree. The hepatocytes generate the so-called primary bile in their canaliculi. Cholangiocytes modify the canalicular bile by secretory and reabsorptive processes as bile passes through the bile ducts. The main solutes in bile are bile acids, which stimulate bile secretion osmotically, as well as facilitate the intestinal absorption of dietary lipids by their detergent properties. Bile acids are also important signalling molecules. Through the activation of nuclear receptors, they regulate their own synthesis and transport rates.","Organismal Systems; Digestive system","Bile secretion","Organismal Systems"," Digestive system"
"ko05130","edgeR","Control","AMF",3.47864259574307e-06,4.32860239937166,-3.08527235725116,"Control vs AMF","edgeR","Control","AMF",3.47864259574307e-06,3.07280095957304e-05,"BH","Pathogenic Escherichia coli infection","Enteropathogenic E. coli (EPEC) and enterohemorrhagic E. coli (EHEC) are closely related pathogenic strains of Escherichia coli. The hallmark of EPEC/EHEC infections [DS:H00278 H00277] is induction of attaching and effacing (A/E) lesions that damage intestinal epithelial cells. The capacity to form A/E lesions is encoded mainly by the locus of enterocyte effacement (LEE) pathogenicity island. Tir, Map, EspF, EspG are known LEE-encoded effector proteins secreted via the type III secretion system, which is also LEE-encoded, into the host cell. EPEC and EHEC Tir's link the extracellular bacterium to the cell cytoskeleton. Map and EspF are involved in mitochondrion membrane permeabilization. EspG interacts with tubulins and stimulates microtubule destabilization. LEE-encoded adhesin or intimin (Eae) is exported via the general secretory pathway to the periplasm, where it is inserted into the outer membrane. In addition to Tir, two potential host cell-carried intimin receptors, beta1 integrin (ITGB1) and nucleolin (NCL), have so far been identified. The distinguishing feature of EHEC is the elaboration of Shiga-like toxin (Stx). Stx cleaves ribosomal RNA, thereby disrupting protein synthesis and killing the intoxicated epithelial or endothelial cells.","Human Diseases; Infectious disease: bacterial","Pathogenic Escherichia coli infection","Human Diseases"," Infectious disease: bacterial"
"ko05131","edgeR","Control","AMF",3.53186798279841e-09,-1.8770040053884,1.05947079391318,"Control vs AMF","edgeR","Control","AMF",3.53186798279841e-09,7.79954179534649e-08,"BH","Shigellosis","Shigellosis, or bacillary dysentery, is an intestinal infection caused by Shigella, a genus of enterobacteria. Shigella are potential food-borne pathogens that are capable of colonizing the intestinal epithelium by exploiting epithelial-cell functions and circumventing the host innate immune response. During basolateral entry into the host-cell cytoplasm, Shigella deliver a subset of effectors into the host cells through the type III secretion system. The effectors induce membrane ruffling through the stimulation of the Rac1-WAVE-Arp2/3 pathway, enabling bacterial entry into the epithelial cells. During multiplication within the cells, Shigella secrete another subset of effectors. VirG induces actin polymerization at one pole of the bacteria, allowing the bacteria to spread intracellularly and to infect adjacent cells. OspF, OspG and IpaH(9.8) downregulate the production of proinflammatory cytokines such as IL-8, helping bacteria circumvent the innate immune response.","Human Diseases; Infectious disease: bacterial","Shigellosis","Human Diseases"," Infectious disease: bacterial"
"ko05140","edgeR","Control","AMF",0.00335806009742858,-0.926743486214084,1.01758535787043,"Control vs AMF","edgeR","Control","AMF",0.00335806009742858,0.0197752427959683,"BH","Leishmaniasis","Leishmania is an intracellular protozoan parasite of macrophages that causes visceral, mucosal, and cutaneous diseases. The parasite is transmitted to humans by sandflies, where they survive and proliferate intracellularly by deactivating the macrophage. Successful infection of Leishmania is achieved by alteration of signaling events in the host cell, leading to enhanced production of the autoinhibitory molecules like TGF-beta and decreased induction of cytokines such as IL12 for protective immunity. Nitric oxide production is also inhibited. In addition, defective expression of major histocompatibility complex (MHC) genes silences subsequent T cell activation mediated by macrophages, resulting in abnormal immune responses.","Human Diseases; Infectious disease: parasitic","Leishmaniasis","Human Diseases"," Infectious disease: parasitic"
"ko05160","edgeR","Control","AMF",1.64279962327333e-05,1.40757987455146,0.327701875150666,"Control vs AMF","edgeR","Control","AMF",1.64279962327333e-05,0.000128041735343362,"BH","Hepatitis C","Hepatitis C virus (HCV) is a major cause of chronic liver disease. The HCV employ several strategies to perturb host cell immunity. After invasion, HCV RNA genome functions directly as an mRNA in the cytoplasm of the host cell and forms membrane-associated replication complexes along with non-structural proteins. Viral RNA can trigger the RIG-I pathway and interferon production during this process. Translated HCV protein products regulate immune response to inhibit the action of interferon. HCV core and NS5A proteins appear to be the most important molecules with regulatory functions that modulate transcription, cellular proliferation, and apoptosis.","Human Diseases; Infectious disease: viral","Hepatitis C","Human Diseases"," Infectious disease: viral"
"ko05212","edgeR","Control","AMF",1.16874873044252e-19,4.0121743485715,-0.591827929672122,"Control vs AMF","edgeR","Control","AMF",1.16874873044252e-19,6.19436827134536e-18,"BH","Pancreatic cancer","Infiltrating ductal adenocarcinoma is the most common malignancy of the pancreas. When most investigators use the term 'pancreatic cancer' they are referring to pancreatic ductal adenocarcinoma (PDA). Normal duct epithelium progresses to infiltrating cancer through a series of histologically defined precursors (PanINs). The overexpression of HER-2/neu and activating point mutations in the K-ras gene occur early, inactivation of the p16 gene at an intermediate stage, and the inactivation of p53, SMAD4, and BRCA2 occur relatively late. Activated K-ras engages multiple effector pathways. Although EGF receptors are conventionally regarded as upstream activators of RAS proteins, they can also act as RAS signal transducers via RAS-induced autocrine activation of the EGFR family ligands. Moreover, PDA shows extensive genomic instability and aneuploidy. Telomere attrition and mutations in p53 and BRCA2 are likely to contribute to these phenotypes. Inactivation of the SMAD4 tumour suppressor gene leads to loss of the inhibitory influence of the transforming growth factor-beta signalling pathway.","Human Diseases; Cancer: specific types","Pancreatic cancer","Human Diseases"," Cancer: specific types"
"ko05214","edgeR","Control","AMF",7.91170027820188e-07,1.54896877163239,1.73094097426634,"Control vs AMF","edgeR","Control","AMF",7.91170027820188e-07,9.53000260783409e-06,"BH","Glioma","Gliomas are the most common of the primary brain tumors and account for more than 40% of all central nervous system neoplasms. Gliomas include tumours that are composed predominantly of astrocytes (astrocytomas), oligodendrocytes (oligodendrogliomas), mixtures of various glial cells (for example,oligoastrocytomas) and ependymal cells (ependymomas). The most malignant form of infiltrating astrocytoma - glioblastoma multiforme (GBM) - is one of the most aggressive human cancers. GBM may develop de novo (primary glioblastoma) or by progression from low-grade or anaplastic astrocytoma (secondary glioblastoma). Primary glioblastomas develop in older patients and typically show genetic alterations (EGFR amplification, p16/INK4a deletion, and PTEN mutations) at frequencies of 24-34%. Secondary glioblastomas develop in younger patients and frequently show overexpression of PDGF and CDK4 as well as p53 mutations (65%) and loss of Rb playing major roles in such transformations. Loss of PTEN has been implicated in both pathways, although it is much more common in the pathogenesis of primary GBM.","Human Diseases; Cancer: specific types","Glioma","Human Diseases"," Cancer: specific types"
"ko05220","edgeR","Control","AMF",0.00255618498792707,0.910594610641225,3.40046581850934,"Control vs AMF","edgeR","Control","AMF",0.00255618498792707,0.0161283100428732,"BH","Chronic myeloid leukemia","Chronic myeloid leukemia (CML) is a clonal myeloproliferative disorder of a pluripotent stem cell. The natural history of CML has a triphasic clinical course comprising of an initial chronic phase (CP), which is characterized by expansion of functionally normal myeloid cells, followed by an accelerated phase (AP) and finally a more aggressive blast phase (BP), with loss of terminal differentiation capacity. On the cellular level, CML is associated with a specific chromosome abnormality, the t(9; 22) reciprocal translocation that forms the Philadelphia (Ph) chromosome. The Ph chromosome is the result of a molecular rearrangement between the c-ABL proto-oncogene on chromosome 9 and the BCR (breakpoint cluster region) gene on chromosome 22. The BCR/ABL fusion gene encodes p210 BCR/ABL, an oncoprotein, which, unlike the normal p145 c-Abl, has constitutive tyrosine kinase activity and is predominantly localized in the cytoplasm. While fusion of c-ABL and BCR is believed to be the primary cause of the chronic phase of CML, progression to blast crisis requires other molecular changes. Common secondary abnormalities include mutations in TP53, RB, and p16/INK4A, or overexpression of genes such as EVI1. Additional chromosome translocations are also observed,such as t(3;21)(q26;q22), which generates AML1-EVI1.","Human Diseases; Cancer: specific types","Chronic myeloid leukemia","Human Diseases"," Cancer: specific types"
"ko05412","edgeR","Control","AMF",3.12385029962291e-26,-3.795133687731,0.198409365043726,"Control vs AMF","edgeR","Control","AMF",3.12385029962291e-26,4.13910164700035e-24,"BH","Arrhythmogenic right ventricular cardiomyopathy","Arrhythmogenic right ventricular cardiomyopathy (ARVC) is an inherited heart muscle disease that may result in arrhythmia, heart failure, and sudden death. The hallmark pathological findings are progressive myocyte loss and fibrofatty replacement, with a predilection for the right ventricle. A number of genetic studies have identified mutations in various components of the cardiac desmosome that have important roles in the pathogenesis of ARVC. Disruption of desmosomal function by defective proteins might lead to death of myocytes under mechanical stress. The myocardial injury may be accompanied by inflammation. Since regeneration of cardiac myocytes is limited, repair by fibrofatty replacement occurs. Several studies have implicated that desmosome dysfunction results in the delocalization and nuclear translocation of plakoglobin. As a result, competition between plakoglobin and beta-catenin will lead to the inhibition of Wnt/beta-catenin signaling, resulting in a shift from a myocyte fate towards an adipocyte fate of cells. The ryanodine receptor plays a crucial part in electromechanical coupling by control of release of calcium from the sarcoplasmic reticulum into the cytosol. Therefore, defects in this receptor could result in an imbalance of calcium homeostasis that might trigger cell death.","Human Diseases; Cardiovascular disease","Arrhythmogenic right ventricular cardiomyopathy","Human Diseases"," Cardiovascular disease"
"ko05414","edgeR","Control","AMF",2.8171193320184e-07,-1.64549583646214,1.00345777301283,"Control vs AMF","edgeR","Control","AMF",2.8171193320184e-07,4.97691081989918e-06,"BH","Dilated cardiomyopathy","Dilated cardiomyopathy (DCM) is a heart muscle disease characterised by dilation and impaired contraction of the left or both ventricles that results in progressive heart failure and sudden cardiac death from ventricular arrhythmia. Genetically inherited forms of DCM (""familial"" DCM) have been identified in 25-35% of patients presenting with this disease, and the inherited gene defects are an important cause of ""familial"" DCM. The pathophysiology may be separated into two categories: defects in force generation and defects in force transmission. In cases where an underlying pathology cannot be identified, the patient is diagnosed with an ""idiopathic"" DCM. Current hypotheses regarding causes of ""idiopathic"" DCM focus on myocarditis induced by enterovirus and subsequent autoimmune myocardium impairments. Antibodies to the beta1-adrenergic receptor (beta1AR), which are detected in a substantial number of patients with ""idiopathic"" DCM, may increase the concentration of intracellular cAMP and intracellular Ca2+, a condition often leading to a transient hyper-performance of the heart followed by depressed heart function and heart failure.","Human Diseases; Cardiovascular disease","Dilated cardiomyopathy","Human Diseases"," Cardiovascular disease"
"ko00062","edgeR","Control","AMF_EBPR",2.28680743828586e-21,2.59051575395477,2.51114718365525,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",2.28680743828586e-21,4.04002647430502e-20,"BH","Fatty acid elongation",NA,"Metabolism; Lipid metabolism","Fatty acid elongation","Metabolism"," Lipid metabolism"
"ko00196","edgeR","Control","AMF_EBPR",3.28487638663913e-26,-2.85605229836974,3.73472928654788,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",3.28487638663913e-26,9.67213602732634e-25,"BH","Photosynthesis - antenna proteins","The chlorophyll-binding subunits of photosystems I and II are internal antenna light-harvesting proteins of oxygenic photosynthesis. The antenna proteins that exist in phycobilisomes in cyanobacteria and light-harvesting chlorophyll protein complexes in green plants act as peripheral antenna systems, enabling more efficient absorption of light energy.","Metabolism; Energy metabolism","Photosynthesis - antenna proteins","Metabolism"," Energy metabolism"
"ko00232","edgeR","Control","AMF_EBPR",8.80770191040502e-06,-1.12174383527984,6.51851947613034,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",8.80770191040502e-06,6.66535603326435e-05,"BH","Caffeine metabolism",NA,"Metabolism; Biosynthesis of other secondary metabolites","Caffeine metabolism","Metabolism"," Biosynthesis of other secondary metabolites"
"ko00513","edgeR","Control","AMF_EBPR",2.2876000022547e-48,4.95730079563404,1.49502936911488,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",2.2876000022547e-48,1.51553500149374e-46,"BH","Various types of N-glycan biosynthesis",NA,"Metabolism; Glycan biosynthesis and metabolism","Various types of N-glycan biosynthesis","Metabolism"," Glycan biosynthesis and metabolism"
"ko00522","edgeR","Control","AMF_EBPR",3.37126414839204e-09,-1.51094404240003,5.18234885243565,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",3.37126414839204e-09,3.72243749718287e-08,"BH","Biosynthesis of 12-, 14- and 16-membered macrolides",NA,"Metabolism; Metabolism of terpenoids and polyketides","Biosynthesis of 12-, 14- and 16-membered macrolides","Metabolism"," Metabolism of terpenoids and polyketides"
"ko00901","edgeR","Control","AMF_EBPR",0.00357689614825358,0.735396908596052,4.27400269161769,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",0.00357689614825358,0.02106394398416,"BH","Indole alkaloid biosynthesis",NA,"Metabolism; Biosynthesis of other secondary metabolites","Indole alkaloid biosynthesis","Metabolism"," Biosynthesis of other secondary metabolites"
"ko00905","edgeR","Control","AMF_EBPR",3.07577718334586e-11,2.30143249753068,-0.742508610498665,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",3.07577718334586e-11,3.88133787422216e-10,"BH","Brassinosteroid biosynthesis","Brassinosteroids are a group of plant steroid hormones that regulate growth and development. More than fifty naturally occurring brassinosteroids have been identified in a wide range of plant species. The most abundant and widely occurring brassinosteroids are C28 steroids, and among them brassinolide (BL) is the most biologically active. Plants have multiple pathways for biosynthesis of BL, which are derived from the steroid biosynthetic pathway. Two pathways from campestanol to castasterone (CS), C6 oxidation and the late-C6 oxidation pathways, operate in many plants. Another branching pathway, the early-C22 oxidation pathway, was demonstrated using a brassinosteroid-deficient mutant of Arabidopsis thaliana. Recently, a new shortcut pathway from campesterol to 6-deoxotyphasterol was demonstrated by a functional analysis of cytochrome P450 monooxygenases responsible for brassinosteroid biosynthesis. Thus, at least four pathways are involved in the biosynthesis of CS, and CS is further metabolized to BL by lactonization of the B ring.","Metabolism; Metabolism of terpenoids and polyketides","Brassinosteroid biosynthesis","Metabolism"," Metabolism of terpenoids and polyketides"
"ko00909","edgeR","Control","AMF_EBPR",2.98168953388688e-07,-1.29762530083065,7.28089065012976,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",2.98168953388688e-07,2.39438704993946e-06,"BH","Sesquiterpenoid and triterpenoid biosynthesis","Sesquiterpenoids (C15 terpenoids) are a group of terpenoids consisting of three isoprene units. They are derive from farnesyl diphosphate (FPP) and can be cyclized to produce various skeletal structures. Sesquiterpenoid biosynthesis begins with the loss of diphosphate from FPP under the action of sesquiterpene synthesis enzymes, generating an allylic cation that is highly susceptible to intramolecular attacks. Cyclization of the farnesyl cation may take place onto either of the remaining double bonds with the result that 6-, 10-, or 11-membered rings may be formed. Many sesquiterpenoids have been isolated from plants, fungi, marine organisms, and Streptomyces species. This map shows a few examples of acyclic and cyclic sesquiterpenoids.","Metabolism; Metabolism of terpenoids and polyketides","Sesquiterpenoid and triterpenoid biosynthesis","Metabolism"," Metabolism of terpenoids and polyketides"
"ko00944","edgeR","Control","AMF_EBPR",0.00120282200107473,0.81431803912435,5.15961566423655,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",0.00120282200107473,0.00777433732401958,"BH","Flavone and flavonol biosynthesis","Flavones and flavonols (3-hydroxyflavones) are common flavonoids in the plant kingdom. They are synthesized as part of the flavonoid modification pathways in aglycone and glucoside forms.","Metabolism; Biosynthesis of other secondary metabolites","Flavone and flavonol biosynthesis","Metabolism"," Biosynthesis of other secondary metabolites"
"ko01056","edgeR","Control","AMF_EBPR",8.08126291970841e-08,-1.35984049307032,8.55801631525468,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",8.08126291970841e-08,7.38460232318182e-07,"BH","Biosynthesis of type II polyketide backbone",NA,"Metabolism; Metabolism of terpenoids and polyketides","Biosynthesis of type II polyketide backbone","Metabolism"," Metabolism of terpenoids and polyketides"
"ko01057","edgeR","Control","AMF_EBPR",0.000327340966882019,0.986220592852819,0.601360804412273,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",0.000327340966882019,0.00216863390559337,"BH","Biosynthesis of type II polyketide products",NA,"Metabolism; Metabolism of terpenoids and polyketides","Biosynthesis of type II polyketide products","Metabolism"," Metabolism of terpenoids and polyketides"
"ko03015","edgeR","Control","AMF_EBPR",2.16415587718941e-31,3.30081543874631,2.5383715080652,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",2.16415587718941e-31,7.16876634318993e-30,"BH","mRNA surveillance pathway","The mRNA surveillance pathway is a quality control mechanism that detects and degrades abnormal mRNAs. These pathways include nonsense-mediated mRNA decay (NMD), nonstop mRNA decay (NSD), and no-go decay (NGD). NMD is a mechanism that eliminates mRNAs containing premature translation-termination codons (PTCs). In vertebrates, PTCs trigger efficient NMD when located upstream of an exon junction complex (EJC). Upf3, together with Upf1 and Upf2, may signal the presence of the PTC to the 5'end of the transcript, resulting in decapping and rapid exonucleolytic digestion of the mRNA. In the NSD pathway, which targets mRNAs lacking termination codons, the ribosome is believed to translate through the 3' untranslated region and stall at the end of the poly(A) tail. NSD involves an eRF3-like protein, Ski7p, which is hypothesized to bind the empty A site of the ribosome and recruit the exosome to degrade the mRNA from the 3' end. NGD targets mRNAs with stalls in translation elongation for endonucleolytic cleavage in a process involving the Dom34 and Hbs1 proteins.","Genetic Information Processing; Translation","mRNA surveillance pathway","Genetic Information Processing"," Translation"
"ko03022","edgeR","Control","AMF_EBPR",1.22946168137906e-52,4.78295814968919,2.91005672157827,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",1.22946168137906e-52,1.08602448521817e-50,"BH","Basal transcription factors",NA,"Genetic Information Processing; Transcription","Basal transcription factors","Genetic Information Processing"," Transcription"
"ko04012","edgeR","Control","AMF_EBPR",2.40541820124329e-08,-1.44600334678206,2.71075351414541,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",2.40541820124329e-08,2.45167624357489e-07,"BH","ErbB signaling pathway","The ErbB family of receptor tyrosine kinases (RTKs) couples binding of extracellular growth factor ligands to intracellular signaling pathways regulating diverse biologic responses, including proliferation, differentiation, cell motility, and survival. Ligand binding to the four closely related members of this RTK family -epidermal growth factor receptor (EGFR, also known as ErbB-1 or HER1), ErbB-2 (HER2), ErbB-3 (HER3), and ErbB-4 (HER4)-induces the formation of receptor homo- and heterodimers and the activation of the intrinsic kinase domain, resulting in phosphorylation on specific tyrosine residues (pY) within the cytoplasmic tail. Signaling effectors containing binding pockets for pY-containing peptides are recruited to activated receptors and induce the various signaling pathways. The Shc- and/or Grb2-activated mitogen-activated protein kinase (MAPK) pathway is a common target downstream of all ErbB receptors. Similarly, the phosphatidylinositol-3-kinase (PI-3K) pathway is directly or indirectly activated by most ErbBs. Several cytoplasmic docking proteins appear to be recruited by specific ErbB receptors and less exploited by others. These include the adaptors Crk, Nck, the phospholipase C gamma (PLCgamma), the intracellular tyrosine kinase Src, or the Cbl E3 ubiquitin protein ligase.","Environmental Information Processing; Signal transduction","ErbB signaling pathway","Environmental Information Processing"," Signal transduction"
"ko04020","edgeR","Control","AMF_EBPR",0.00322394336645993,-0.744639078420958,3.6137212382115,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",0.00322394336645993,0.0194169316389064,"BH","Calcium signaling pathway","Ca2+ that enters the cell from the outside is a principal source of signal Ca2+. Entry of Ca2+ is driven by the presence of a large electrochemical gradient across the plasma membrane. Cells use this external source of signal Ca2+ by activating various entry channels with widely different properties. The voltage-operated channels (VOCs) are found in excitable cells and generate the rapid Ca2+ fluxes that control fast cellular processes. There are many other Ca2+-entry channels, such as the receptor-operated channels (ROCs), for example the NMDA (N-methyl-D-aspartate) receptors (NMDARs) that respond to glutamate. There also are second-messenger-operated channels (SMOCs) and store-operated channels (SOCs).","Environmental Information Processing; Signal transduction","Calcium signaling pathway","Environmental Information Processing"," Signal transduction"
"ko04080","edgeR","Control","AMF_EBPR",2.7414292394491e-35,-3.6518659720271,2.10428579724172,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",2.7414292394491e-35,1.40537807427466e-33,"BH","Neuroactive ligand-receptor interaction",NA,"Environmental Information Processing; Signaling molecules and interaction","Neuroactive ligand-receptor interaction","Environmental Information Processing"," Signaling molecules and interaction"
"ko04110","edgeR","Control","AMF_EBPR",9.04637355177912e-57,6.10216911335671,1.2818720660726,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",9.04637355177912e-57,1.19864449561073e-54,"BH","Cell cycle","Mitotic cell cycle progression is accomplished through a reproducible sequence of events, DNA replication (S phase) and mitosis (M phase) separated temporally by gaps known as G1 and G2 phases. Cyclin-dependent kinases (CDKs) are key regulatory enzymes, each consisting of a catalytic CDK subunit and an activating cyclin subunit. CDKs regulate the cell's progression through the phases of the cell cycle by modulating the activity of key substrates. Downstream targets of CDKs include transcription factor E2F and its regulator Rb. Precise activation and inactivation of CDKs at specific points in the cell cycle are required for orderly cell division. Cyclin-CDK inhibitors (CKIs), such as p16Ink4a, p15Ink4b, p27Kip1, and p21Cip1, are involved in the negative regulation of CDK activities, thus providing a pathway through which the cell cycle is negatively regulated.","Cellular Processes; Cell growth and death","Cell cycle","Cellular Processes"," Cell growth and death"
"ko04111","edgeR","Control","AMF_EBPR",4.0400540022634e-25,-6.90295210008583,-1.38541155731063,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",4.0400540022634e-25,8.23549469692154e-24,"BH","Cell cycle - yeast","Mitotic cell cycle progression is accomplished through a reproducible sequence of events, DNA replication (S phase) and mitosis (M phase) separated temporally by gaps (G1 and G2 phases). G1, S, and G2 phases are collectively known as interphase. In yeast Cdc28 is the catalytic subunit of the cyclin-dependent kinase (CDK). At G1 phase Cdc28 associates with G1-cyclins Cln1 to Cln3, while B-type cyclins Clb1 to Clb6 regulate Cdc28 during S, G2, and M phases. Cln3/Cdc28 activity is required for cells to pass through 'start', the commitment point in G1. When Cln3/Cdc28 accumulates more than a certain threshold, SBF (Swi4/Swi6) and MBF (Mbp1/Swi6) are activated, promoting transcription of Cln1, Cln2, and other genes required for S-phase progression. Cln1 and Cln2 interacting with Cdc28 promote activation of B-type cyclin associated CDK, which drives DNA replication and entry into mitosis. Specifically, Cdc28 association with Clb2 and Clb1 promotes entry into mitosis. Cells suffering from DNA damage, spindle misorientation, or spindle assembly defect do not undergo the metaphase-anaphase transition for chromosome segregation and fail to exit from mitosis. The spindle assembly checkpoint activates Mad2, which in turn prevents chromosome segregation by inhibiting degradation of the securin Pds1. Moreover, Pds1 is phosphorylated and stabilized in response to DNA damage in a Chk1-dependent manner. The spindle checkpoint is also involved in the Cdc14 release from the nucleolus. Cdc14 dephosphorylates Swi5, Sic1, and Cdh1, leading to inhibition of Cdc28 and degradation of cyclin required for mitotic exit.","Cellular Processes; Cell growth and death","Cell cycle - yeast","Cellular Processes"," Cell growth and death"
"ko04120","edgeR","Control","AMF_EBPR",7.44302177986638e-20,-2.47896220320105,2.22727524882831,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",7.44302177986638e-20,1.09577820648033e-18,"BH","Ubiquitin mediated proteolysis","Protein ubiquitination plays an important role in eukaryotic cellular processes. It mainly functions as a signal for 26S proteasome dependent protein degradation. The addition of ubiquitin to proteins being degraded is performed by a reaction cascade consisting of three enzymes, named E1 (ubiquitin activating enzyme), E2 (ubiquitin conjugating enzyme), and E3 (ubiquitin ligase). Each E3 has specificity to its substrate, or proteins to be targeted by ubiquitination. Many E3s are discovered in eukaryotes and they are classified into four types: HECT type, U-box type, single RING-finger type, and multi-subunit RING-finger type. Multi-subunit RING-finger E3s are exemplified by cullin-Rbx E3s and APC/C. They consist of a RING-finger-containing subunit (RBX1 or RBX2) that functions to bind E2s, a scaffold-like cullin molecule, adaptor proteins, and a target recognizing subunit that binds substrates.","Genetic Information Processing; Folding, sorting and degradation","Ubiquitin mediated proteolysis","Genetic Information Processing"," Folding, sorting and degradation"
"ko04145","edgeR","Control","AMF_EBPR",3.18198809269735e-35,3.85258155945601,1.46257787384893,"Control vs AMF_EBPR","edgeR","Control","AMF_EBPR",3.18198809269735e-35,1.40537807427466e-33,"BH","Phagosome","Phagocytosis is the process of taking in relatively large particles by a cell, and is a central mechanism in the tissue remodeling, inflammation, and defense against infectious agents. A phagosome is formed when the specific receptors on the phagocyte surface recognize ligands on the particle surface. After formation, nascent phagosomes progressively acquire digestive characteristics. This maturation of phagosomes involves regulated interaction with the other membrane organelles, including recycling endosomes, late endosomes and lysosomes. The fusion of phagosomes and lysosomes releases toxic products that kill most bacteria and degrade them into fragments. However, some bacteria have strategies to escape the bactericidal mechanisms associated with phagocytosis and survive within host phagocytes.","Cellular Processes; Transport and catabolism","Phagosome","Cellular Processes"," Transport and catabolism"
